Name,Speciality,Degree,Experience,Locality,City,Score,NumberOfReviews,NumberOfStories,Fee
Dr. Riddi Suvarna (Physiotherapist),Physiotherapist,BPTh/BPT,5,Banashankari 2nd Stage,Bangalore,100,0,3,750
Dr. S Gomathi (Physiotherapist),Physiotherapist,BPTh/BPT,24,Bannerghatta Road,Bangalore,97,535,456,400
Dr. B.Girija Reddy (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Urology and Obstetrics",4,Whitefield,Bangalore,0,0,0,800
Dr. Kenneth G. Hebick (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",22,Malleswaram,Bangalore,100,0,1,650
Dr. Samuel David (Physiotherapist),Physiotherapist,Diploma in Physiotherapy,41,Jayanagar 9 Block,Bangalore,92,12,1,500
Dr. Avanthi Prabhakar (Physiotherapist),Physiotherapist,BPTh/BPT,11,Kundalahalli,Bangalore,96,50,37,450
Dr. Pooja Rai (Physiotherapist),Physiotherapist,BPTh/BPT,11,HSR Layout,Bangalore,96,365,262,600
Dr. Shankarlal Tak (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",16,Nagawara,Bangalore,86,0,3,300
Dr. Priyanka Shamanth (Physiotherapist),Physiotherapist,BPTh/BPT,17,Basavanagudi,Bangalore,97,58,4,300
Dr. Jasper (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,16,Jayanagar 9 Block,Bangalore,97,30,11,500
Dr. Anant Kumar Bairagi (Physiotherapist),Physiotherapist,"MPTh/MPT - Paediatric Physiotherapy, BPTh/BPT",12,Nagarbhavi,Bangalore,100,11,4,400
Dr. Ruchika Bhargava (Physiotherapist),Physiotherapist,BPTh/BPT,15,Kasavanahalli,Bangalore,97,151,64,500
Dr. U Poovazhagan (Physiotherapist),Physiotherapist,,14,KR Puram,Bangalore,0,0,0,1200
Dr. Jyothi K R (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",15,Kundalahalli,Bangalore,100,0,1,500
Dr. Shamraz Abbas (Physiotherapist),Physiotherapist,BPTh/BPT,9,BTM Layout 2nd Stage,Bangalore,100,0,2,500
Dr. Arun Kumar Rawal (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",11,Indiranagar,Bangalore,99,85,52,1300
Dr. Anjali Verma (Physiotherapist),Physiotherapist,BPTh/BPT,3,Indiranagar,Bangalore,100,0,1,500
Dr. Kavitha Bhaskar (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,3,Peenya,Bangalore,100,12,12,500
Dr. Valmiki Karthik (Physiotherapist),Physiotherapist,BPTh/BPT,11,Whitefield,Bangalore,94,68,52,750
Dr. Vedha Valli (Physiotherapist),Physiotherapist,BPTh/BPT,4,Whitefield,Bangalore,100,20,15,300
Dr. Nikitha Sowmya.N (Physiotherapist),Physiotherapist,BPTh/BPT,4,HSR Layout,Bangalore,100,0,3,300
Dr. Nizam Hamza (Physiotherapist),Physiotherapist,BPTh/BPT,6,KR Puram,Bangalore,100,24,21,450
Dr. Devika K M (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,2,HSR Layout,Bangalore,0,0,0,700
Dr. Sambit Kumar Lenka (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",4,Mahadevapura,Bangalore,0,0,0,500
Dr. Fiza Taj Samadh (Physiotherapist),Physiotherapist,BPTh/BPT,14,CV Raman Nagar,Bangalore,81,27,18,300
Dr. Sathish (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,5,Nagawara,Bangalore,100,0,3,400
Dr. Vaishnavi Suresh (Physiotherapist),Physiotherapist,"MPTh/MPT - Musculoskeletal Sciences, BPTh/BPT",5,Kumaraswamy Layout,Bangalore,100,0,6,400
Dr. S.Vijeendran (Physiotherapist),Physiotherapist,"BSc - Exercise Therapy for Disabled, MPT/MPTh - Cardio-Thoracic Physiotherapy",23,Banashankari 1st Stage,Bangalore,100,0,0,500
Dr. Ganapathy M D (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",16,HRBR Layout,Bangalore,100,0,0,400
Dr. Sindhu Shashidharan (Physiotherapist),Physiotherapist,BPTh/BPT,6,HSR Layout,Bangalore,0,0,0,300
Dr. Morzia Khatoon (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",7,Koramangala 5 Block,Bangalore,100,11,6,500
Dr. Kiran Yadav (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",11,BTM Layout,Bangalore,0,0,0,500
Dr. Durga Joshi (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",5,Indiranagar,Bangalore,100,0,8,1300
Dr. Samson (Physiotherapist),Physiotherapist,BPTh/BPT,16,CV Raman Nagar,Bangalore,100,26,17,800
Dr. Prof. Madan Mohan M.R. (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,14,Rajajinagar,Bangalore,100,0,8,400
Dr. Devendra Naik (Physiotherapist),Physiotherapist,BPTh/BPT,2,CV Raman Nagar,Bangalore,0,0,0,250
Dr. Surendra Chaudhary (Physiotherapist),Physiotherapist,BPTh/BPT,4,Koramangala 6 Block,Bangalore,0,0,0,400
Dr. Mohammed Mubeen Ashar (Physiotherapist),Physiotherapist,BPTh/BPT,4,Sunkadakatte,Bangalore,0,0,0,400
Dr. Anmol Thomas (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",7,Indiranagar,Bangalore,0,0,0,1300
Dr. Pooja S.M (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",13,Hoodi,Bangalore,100,77,52,350
Dr. Anusha K.K (Physiotherapist),Physiotherapist,BPTh/BPT,0,Jayanagar 7 Block,Bangalore,0,0,0,450
Dr. Kiran S Murthy (Physiotherapist),Physiotherapist,"BPTh/BPT, Fellowship in Sports Science (FSS)",25,Banashankari 2nd Stage,Bangalore,97,805,233,400
Dr. Karthikeyan (Physiotherapist),Physiotherapist,BPTh/BPT,15,Electronics City,Bangalore,99,76,33,500
Dr. Nice Mathew (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT",12,MS Palya,Bangalore,98,52,51,350
Dr. Amit K Shrivastav (Physiotherapist),Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT",16,BTM Layout 2nd Stage,Bangalore,96,820,298,750
Dr. Helen S (Physiotherapist),Physiotherapist,BPTh/BPT,4,CV Raman Nagar,Bangalore,0,0,0,250
Dr. Kamalika M Bhattacharya (Physiotherapist),Physiotherapist,BPTh/BPT,24,Kadubeesanahalli,Bangalore,99,137,123,500
Dr. Venkata Bharath Kumar (Physiotherapist),Physiotherapist,MPTh/MPT - Sports Physiotherapy,3,Koramangala 5 Block,Bangalore,0,0,0,500
Dr. Annie Angel Joseph (Physiotherapist),Physiotherapist,BPTh/BPT,3,Malleswaram,Bangalore,0,0,0,500
Dr. Sudin Maharjan (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",10,Banashankari 3rd Stage,Bangalore,100,0,1,350
Dr. Shilpi Sarthi (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Paediatric Physiotherapy",15,Hennur,Bangalore,93,41,12,400
Dr. Pooja Pandey Tripathi (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",18,Bannerghatta Road,Bangalore,98,132,112,400
Dr. Nandan Kumar (Physiotherapist),Physiotherapist,BPTh/BPT,22,JP Nagar 2 Phase,Bangalore,99,834,200,500
Dr. Pooja Sahu (Physiotherapist),Physiotherapist,BPTh/BPT,5,Sarjapura,Bangalore,100,0,6,500
Dr. Jacob Roshan Mathew (Physiotherapist),Physiotherapist,"BPTh/BPT, Master of Orthopaedics, Sports and Manual Physiotherapy",18,Kalyan Nagar,Bangalore,100,80,57,700
Dr. Ritika Patel (Physiotherapist),Physiotherapist,"Masters of Physiotheraphy, BPTh/BPT, Fellowship in Sports Science (FSS)",14,Indiranagar,Bangalore,98,183,148,650
Dr. Shailendra Kumar Saxena (Physiotherapist),Physiotherapist,"MPTh/MPT - Neurological Physiotherapy, BPTh/BPT",16,Koramangala,Bangalore,100,0,2,400
Dr. Subodh Kumar Mahato (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy",9,Dasarahalli,Bangalore,100,42,23,500
Dr. Swagat Dhar (Physiotherapist),Physiotherapist,BPTh/BPT,10,Malleswaram,Bangalore,91,112,12,500
Dr. Bathri Narayanan (Physiotherapist),Physiotherapist,BPTh/BPT,3,Ashoknagar,Bangalore,100,0,1,300
Dr. Raksha Srinivasan (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy, MD - Acupuncture",12,Bannerghatta Road,Bangalore,100,31,26,500
Dr. Swathi (Physiotherapist),Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT",10,Malleswaram,Bangalore,100,24,18,700
Dr. Jestin John (Physiotherapist),Physiotherapist,BPTh/BPT,10,Indiranagar,Bangalore,100,0,4,ree Consultation
Dr. Rajani (Physiotherapist),Physiotherapist,BPTh/BPT,10,Hulimavu,Bangalore,0,0,0,650
Dr. Munesh Singh (Physiotherapist),Physiotherapist,BPTh/BPT,12,Bannerghatta Road,Bangalore,100,58,52,400
Dr. Naveen K S,Physiotherapist,"Doctor Of Physical Therapy (DPT), Sports Medicine (ABPMR), BPTh/BPT, MPTh/MPT - Cardiovascular & Pulmonary Physiotherapy",24,Malleswaram,Bangalore,82,11,6,650
Dr. Ankit Raj (Physiotherapist),Physiotherapist,BPTh/BPT,9,Bannerghatta Road,Bangalore,100,0,1,300
Dr. Manish Rajput (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",7,Malleswaram,Bangalore,0,0,0,ree Consultation
Dr. Agalya (Physiotherapist),Physiotherapist,BPTh/BPT,14,Electronics City,Bangalore,89,0,3,500
Dr. M Sanjeeva Naik (Physiotherapist),Physiotherapist,BPTh/BPT,2,Whitefield,Bangalore,100,0,10,500
Dr. Meena Venkat Reddy (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",9,Whitefield,Bangalore,100,0,3,1000
Dr. Sushma (Physiotherapist),Physiotherapist,BPTh/BPT,2,Whitefield,Bangalore,100,0,2,450
Dr. Anoop Kumar Singh (Physiotherapist),Physiotherapist,"BPTh/BPT, MD - Acupuncture",14,Bannerghatta Road,Bangalore,100,0,1,400
Dr. Arjun Puranik H L (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",7,Nandini Layout,Bangalore,100,0,8,350
Dr. Bijo Joy (Physiotherapist),Physiotherapist,"BPTh/BPT, MPT/MPTh - Sports Medicine",7,Whitefield,Bangalore,80,0,5,1000
Dr. Aparna Shetty (Physiotherapist),Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",3,HRBR Layout,Bangalore,0,0,0,390
Dr. G R Chandra Sekhar (Physiotherapist),Physiotherapist,BPTh/BPT,17,Padmanabhanagar,Bangalore,100,118,78,450
Dr. Reena Panigrahi (Physiotherapist),Physiotherapist,BPTh/BPT,7,Bilekahalli,Bangalore,95,19,17,500
Dr. Ibhnu Hussain Gaffar (Physiotherapist),Physiotherapist,BPTh/BPT,13,HSR Layout,Bangalore,98,46,27,500
Dr. Banushree.B (Physiotherapist),Physiotherapist,BPTh/BPT,4,Uttarahalli,Bangalore,0,0,0,300
Dr. Ponkhi Sharma (Physiotherapist),Physiotherapist,BPTh/BPT,15,Jayanagar 7 Block,Bangalore,100,70,55,450
Dr. Rupalini Sastry (Physiotherapist),Physiotherapist,BPTh/BPT,17,Yelahanka,Bangalore,97,31,19,400
Dr. Manu Raj (Physiotherapist),Physiotherapist,BPTh/BPT,5,Jayanagar,Bangalore,0,0,0,400
Dr. Lavanya (Physiotherapist),Physiotherapist,MPTh/MPT - Neurological Physiotherapy,1,Sahakaranagar,Bangalore,0,0,0,300
Dr. Santhoshkumar K (Physiotherapist),Physiotherapist,"BPTh/BPT, MPT - Orthopaedics & Traumatology",15,Ashoknagar,Bangalore,0,0,0,500
Dr. Cincy Sijo (Physiotherapist),Physiotherapist,BPTh/BPT,9,Whitefield,Bangalore,0,0,0,650
Dr. Karthik Ashok (Physiotherapist),Physiotherapist,BPTh/BPT,14,Indiranagar,Bangalore,100,0,2,1300
Dr. Swati Mundra (Physiotherapist),Physiotherapist,BPTh/BPT,12,BTM Layout 2nd Stage,Bangalore,100,17,15,450
Dr. Chetan Parasar (Physiotherapist),Physiotherapist,BPTh/BPT,14,Banashankari 2nd Stage,Bangalore,100,0,0,300
Dr. Hemanth Kumar (Physiotherapist),Physiotherapist,BPTh/BPT,13,HSR Layout,Bangalore,0,0,0,700
Dr. Manjiri P thakur (Physiotherapist),Physiotherapist,BPTh/BPT,13,Indiranagar,Bangalore,100,0,3,650
Dr. Naman Tamta (Physiotherapist),Physiotherapist,BPTh/BPT,2,Whitefield,Bangalore,100,0,9,500
Dr. Sumi Dey (Physiotherapist),Physiotherapist,BPTh/BPT,8,Jayanagar 4 Block,Bangalore,91,11,1,650
Dr. Imranulla S (Physiotherapist),Physiotherapist,MPTh/MPT - Orthopedic Physiotherapy,7,Jayanagar 4 Block,Bangalore,100,0,0,ree Consultation
Dr. J Mazumder (Physiotherapist),Physiotherapist,BPTh/BPT,14,Jayanagar,Bangalore,0,0,0,400
Dr. Michael Piterson Debbarma (Physiotherapist),Physiotherapist,Masters of Physiotheraphy,0,Panathur,Bangalore,100,0,2,600
Dr. Nabanita Chetry (Physiotherapist),Physiotherapist,BPTh/BPT,3,Nagarbhavi,Bangalore,100,0,1,400
Dr. Kunga Tsering (Physiotherapist),Physiotherapist,BPTh/BPT,7,Indiranagar,Bangalore,100,0,3,650
Dr. Nandita Goswami (Physiotherapist),Physiotherapist,BPTh/BPT,3,Sarjapur Road,Bangalore,100,0,1,500
Dr. Gali Sharath (Physiotherapist),Physiotherapist,BPTh/BPT,17,Sahakaranagar,Bangalore,100,0,1,650
Dr. Priyanka Chaudhary (Physiotherapist),Physiotherapist,BPTh/BPT,4,Nagarbhavi,Bangalore,100,0,0,400
Dr. Sneha K Udayan (Physiotherapist),Physiotherapist,BPTh/BPT,1,Jayanagar 7 Block,Bangalore,75,0,4,350
Dr. Akanksha Saini,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy",4,Indiranagar,Bangalore,0,0,0,1300
Dr. David Arun Kumar J (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy",14,Kumaraswamy Layout,Bangalore,100,0,1,550
Dr. Shweta Tikoo (Physiotherapist),Physiotherapist,BPTh/BPT,10,Indiranagar,Bangalore,0,0,0,650
Dr. Sana Zubair (Physiotherapist),Physiotherapist,BPTh/BPT,4,Jayanagar 7 Block,Bangalore,0,0,0,350
Dr. Puja Baidhara Singh (Physiotherapist),Physiotherapist,BPTh/BPT,9,Malleswaram,Bangalore,0,0,0,700
Dr. Abhishek Kujur (Physiotherapist),Physiotherapist,"BPTh/BPT, MPT/MPTh - Sports Medicine",7,Indiranagar,Bangalore,0,0,0,650
Dr. Adinarayana (Physiotherapist),Physiotherapist,BPTh/BPT,8,Indiranagar,Bangalore,0,0,0,650
Dr. Ram Kumar (Physiotherapist),Physiotherapist,BPTh/BPT,4,Indiranagar,Bangalore,0,0,0,650
Dr. Sumalatha Arkatu (Physiotherapist),Physiotherapist,BPTh/BPT,7,Whitefield,Bangalore,0,0,0,1000
Dr. Karrthik Balasubramaniam (Physiotherapist),Physiotherapist,BPTh/BPT,4,MG Road,Bangalore,0,0,0,1000
Dr. Sudharsan V (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",18,Bellandur,Bangalore,0,0,0,600
Dr. Srimathi (Physiotherapist),Physiotherapist,BPTh/BPT,4,Whitefield,Bangalore,0,0,0,650
Dr. Thabitha Dasari (Physiotherapist),Physiotherapist,BPTh/BPT,3,Whitefield,Bangalore,0,0,0,650
Dr. Sudharsan Venkatesan (Physiotherapist),Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy",12,Bellandur,Bangalore,0,0,0,500
Dr. Uma Maheshwari,Infertility Specialist,"MBBS, DGO",23,Jayanagar,Bangalore,95,157,93,850
Dr. Vidyamani Boriah,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology, Fellow of Royal College of Obstetricians and Gynaecologists FRCOG (London)",52,VV Puram,Bangalore,91,23,9,600
Dr. Mamatha Reddy Y V,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",25,Koramangala 1 Block,Bangalore,95,504,149,800
Dr. Archana Agarwal,Infertility Specialist,"MBBS, DGO",29,Marathahalli,Bangalore,85,654,201,700
Dr. Smitha A.P.,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",19,Old Airport Road,Bangalore,99,109,57,850
Dr. T. M Jyothi Lakshmi,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",34,Malleswaram,Bangalore,95,161,86,850
Dr. Vidya Muralidhar,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology, DNB - Obstetrics & Gynecology",13,Hebbal Kempapura,Bangalore,98,224,144,400
Dr. N Sapna Lulla,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",23,Hebbal,Bangalore,98,2273,935,700
Dr. Rekha Prashanth,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",28,BTM Layout 1st Stage,Bangalore,90,221,59,600
Dr. K. Sushmita,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",20,Sahakaranagar,Bangalore,98,905,426,850
Dr. M. Gowri,Infertility Specialist,"MBBS, DGO",32,HSR Layout,Bangalore,91,1660,269,600
Dr. Prathiba Govindaiah,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",17,HSR Layout,Bangalore,96,204,134,700
Dr. Vijaya Manohar,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",41,Koramangala 6 Block,Bangalore,96,583,100,600
Dr. Ashwini B Gowdra,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",20,HSR Layout,Bangalore,96,2679,598,800
Dr. Aruna Sahadev,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Post Doctoral Fellowship in Reproductive Medicine",20,Rajarajeshwarinagar,Bangalore,93,167,86,600
Dr. Usha B.R.,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",17,JP Nagar,Bangalore,93,153,103,600
Dr. Kavitha Lakshmi Easwaran,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",25,Kasturi nagar,Bangalore,95,604,219,700
Dr. Siri V,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",16,Nagarbhavi,Bangalore,96,75,27,400
Dr. Nirmala Mohan,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",23,Hebbal,Bangalore,89,0,6,1090
Dr. Reeta Biliangady,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology, DGO",41,Jayanagar,Bangalore,91,92,31,850
Dr. Anupama Ashok,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",26,Sahakaranagar,Bangalore,98,601,124,850
Dr. Shanthala Thuppanna,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",22,Sarjapur Road,Bangalore,84,73,48,700
Dr. Sunitha T,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",15,Vidyaranyapura,Bangalore,100,134,80,300
Dr. Vani R,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",25,Basavanagudi,Bangalore,96,313,173,500
Dr. Karamjit Kaur,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",21,Old Airport Road,Bangalore,80,0,6,850
Dr. Kavitha Kovi,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",22,Whitefield,Bangalore,93,465,295,700
Dr. Divyashree PS,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, FNB - Reproductive Medicine",16,JP Nagar,Bangalore,98,285,207,500
Dr. Payal Mahapatra,Infertility Specialist,"MBBS, DGO",16,Marathahalli,Bangalore,90,140,97,650
Dr. Suman Singh,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Aesthetic Medicine (FAM)",28,BTM Layout 2nd Stage,Bangalore,93,3258,722,700
Dr. Sushma,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",12,Basaveshwaranagar,Bangalore,98,61,44,500
Dr. Aruna Kumari V,Infertility Specialist,"MBBS, DGO",15,Bellandur,Bangalore,88,81,47,850
Dr. Yasmin Imdad,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",20,Whitefield,Bangalore,100,62,51,600
Dr. Geetha Belliappa,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",31,Bannerghatta Road,Bangalore,95,39,22,850
Dr. Sophia,Infertility Specialist,"MBBS, Post Doctoral Fellowship in Reproductive Medicine, MS - Obstetrics & Gynaecology",13,Electronics City,Bangalore,94,63,55,700
Dr. Manjunath C S,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",19,Koramangala,Bangalore,93,76,53,800
Dr. Chaithra S K,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",13,Kalyan Nagar,Bangalore,94,125,77,550
Dr. Parimala Devi,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",37,Bannerghatta Road,Bangalore,73,81,23,800
Dr. Priyanka Reddy,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",11,HRBR Layout,Bangalore,100,72,62,750
Dr. Devikarani,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",17,Kalyan Nagar,Bangalore,93,29,23,800
Dr. Rashmi Patil,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS, DNB - Obstetrics & Gynecology, MRCOG(UK)",12,Banashankari,Bangalore,100,55,52,650
Dr. Latha N,Infertility Specialist,"MBBS, DGO",28,Padmanabhanagar,Bangalore,99,230,189,500
Dr. Lavanya J,Infertility Specialist,"MBBS, DGO",19,Bagalakunte,Bangalore,88,85,55,300
Dr. Mutyalatha Koppula,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",18,Yelahanka New Town,Bangalore,100,87,39,400
Dr. Mangala Gowri,Infertility Specialist,"MS - Obstetrics & Gynaecology, MBBS",23,Basavanagudi,Bangalore,91,11,10,650
Dr. Manjulatha VR,Infertility Specialist,"MBBS, DNB - Obstetrics & Gynecology",16,Banashankari 3rd Stage,Bangalore,99,196,173,600
Dr. Prajual S Hegde,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",28,Koramangala 6 Block,Bangalore,95,61,33,600
Dr. Maheshwari,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",13,Banashankari 1st Stage,Bangalore,100,11,9,550
Dr. Shwetha Y Baratikkae,Infertility Specialist,"MBBS, DGO",18,Basaveshwaranagar,Bangalore,96,431,243,600
Dr. Anitha Rao,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",22,Hebbal,Bangalore,98,1382,218,750
Dr. Asha S Vijay,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",31,Electronics City,Bangalore,89,108,36,550
Dr. Shalini K Mishra,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",12,Marathahalli,Bangalore,100,55,45,500
Dr. Kavya D Sharma,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",12,Whitefield,Bangalore,96,26,20,800
Dr. Rathnamani,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, Fellowship in Reproductive Medicine",17,Indiranagar,Bangalore,98,136,95,650
Dr. Nandhini Ravindran,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology",16,Ulsoor,Bangalore,98,54,41,600
Dr. Ranjitha G Babu,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",16,Rajajinagar,Bangalore,100,49,36,600
Dr. Aishwarya V. Mathikatti,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",15,Rajajinagar,Bangalore,94,54,36,500
Dr. Mukta Nadig,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",41,Malleswaram,Bangalore,94,351,208,850
Dr. Ambika V,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",20,Bannerghatta Road,Bangalore,84,61,26,850
Dr. Bharathi Rajanna,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",34,Rajajinagar,Bangalore,90,101,48,500
Dr. Nagaveni.R,Infertility Specialist,"MBBS, DGO, DNB - Obstetrics & Gynecology",15,Kothanur,Bangalore,99,749,655,500
Dr. Jyothi Patil,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",17,Whitefield,Bangalore,98,167,133,600
Dr. Sangeetha,Infertility Specialist,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",11,Marathahalli,Bangalore,99,245,234,700
Dr. Aparnaa Panda,Infertility Specialist,"MBBS, MD - Obstetrics & Gynaecology",24,Bannerghatta Road,Bangalore,92,1165,803,850
Dr. Chetan Nelvigi,Infertility Specialist,"MBBS, MS - Obstetrics & Gynaecology",30,Bannerghatta Road,Bangalore,86,22,21,850
Dr. Ramya G Gowda,Infertility Specialist,"MBBS, DGO, Fellowship in Reproductive Medicine",14,Bellandur,Bangalore,100,145,137,850
